"","CaseId","WEIGHT","P_CARLSON_EXP","P_WAYNE_EXP","P_WAYNE_EXP2","P_RELIG","P_ATTEND","P_SINCLAIR_EXP1","RND_00","ADS1","ADS2","CARLSON1","SCREENER","WAYNE1","WAYNE1_TOTALTIME","WAYNE2","WAYNE2_TOTALTIME","WAYNE3","WAYNE3_TOTALTIME","DISPLAY_WAYNE","DISPLAY_WAYNE_TOTALTIME","WAYNE45_ORDER1","WAYNE45_ORDER2","WAYNE4_TOTALTIME","WAYNE4","WAYNE5_TOTALTIME","WAYNE5","WAYNE6","RAN_WAYNE7_1A","RAN_WAYNE7_1B","WAYNE7_1","WAYNE7_1_TOTALTIME","RAN_WAYNE7_2A","RAN_WAYNE7_2B","WAYNE7_2","WAYNE7_2_TOTALTIME","WAYNE8","RAN_WAYNE9A","RAN_WAYNE9B","WAYNE9","WAYNE9_TOTALTIME","WAYNE10","WAYNE1112_ORDER1","WAYNE1112_ORDER2","WAYNE11","WAYNE12","WAYNE13_ORDER1","WAYNE13_ORDER2","WAYNE13_ORDER3","WAYNE13_ORDER4","WAYNE13_ORDER5","WAYNE13_ORDER6","WAYNE13_ORDER7","WAYNE13_ORDER8","WAYNE13_ORDER9","WAYNE13_A","WAYNE13_B","WAYNE13_C","WAYNE13_D","WAYNE13_E","WAYNE13_F","WAYNE13_G","WAYNE13_H","WAYNE13_I","COLLINS3","COLLINS4","COLLINS5_ORDER1","COLLINS5_ORDER2","COLLINS5_ORDER3","COLLINS5_ORDER4","COLLINS5_ORDER5","COLLINS5A","COLLINS5B","COLLINS5C","COLLINS5D","COLLINS5E","COLLINS6_ORDER1","COLLINS6_ORDER2","COLLINS6_ORDER3","COLLINS6_ORDER4","COLLINS6_ORDER5","COLLINS6_ORDER6","COLLINS6A","COLLINS6B","COLLINS6C","COLLINS6D","COLLINS6E","COLLINS6F","COLLINS7","COLLINS8","COLLINS9","COLLINS10","COLLINS1","COLLINS2","COLLINS11","COLLINS12","COLLINS13","COLLINS14","COLLINS1516_ORDER1","COLLINS1516_ORDER2","COLLINS15","COLLINS16","CARLSON2","CARLSON2_TOTALTIME","CARLSON3","RAN_CARLSON4A","RAN_CARLSON4B","RAN_CARLSON4C","CARLSON4","ADS3_ORDER1","ADS3_ORDER2","ADS3_ORDER3","ADS3_A","ADS3_B","ADS3_C","ADS4_ORDER1","ADS4_ORDER2","ADS4_ORDER3","ADS4_ORDER4","ADS4_ORDER5","ADS4_ORDER6","ADS4_ORDER7","ADS4_ORDER8","ADS4_ORDER9","ADS4_ORDER10","ADS4_ORDER11","ADS4_ORDER12","ADS4_ORDER13","ADS4_ORDER14","ADS4_ORDER15","ADS4_ORDER16","ADS4_ORDER17","ADS4_ORDER18","ADS4_ORDER19","ADS4_ORDER20","ADS4_A","ADS4_B","ADS4_C","ADS4_D","ADS4_E","ADS4_F","ADS4_G","ADS4_H","ADS4_I","ADS4_J","ADS4_K","ADS4_L","ADS4_M","ADS4_N","ADS4_O","ADS4_P","ADS4_Q","ADS4_R","ADS4_S","ADS4_T","ADS512_ORDER1","ADS512_ORDER2","ADS512_ORDER3","ADS512_ORDER4","ADS512_ORDER5","ADS512_ORDER6","ADS512_ORDER7","ADS5","ADS6","ADS7","ADS8","ADS9","ADS11","ADS12","CARLSON5","RAN_SINCLAIR1A","RAN_SINCLAIR1B","RAN_SINCLAIR1C","RAN_SINCLAIR1D","RAN_SINCLAIR1E","RAN_SINCLAIR1F","RAN_SINCLAIR1G","RAN_SINCLAIR1H","RAN_SINCLAIR1I","SINCLAIR1_1","SINCLAIR1_2","SINCLAIR1_3","SINCLAIR1_4","SINCLAIR1_5","SINCLAIR1_6","SINCLAIR1_7","SINCLAIR1_8","SINCLAIR1_9","SINCLAIR1_10","SINCLAIR1_DK","SINCLAIR1_SKP","SINCLAIR1_REF","SINCLAIR4","SINCLAIR5","RAN_SINCLAIRREVISED1A","RAN_SINCLAIRREVISED1B","SINCLAIRREVISED1","RAN_SINCLAIRREVISED2A","RAN_SINCLAIRREVISED2B","SINCLAIRREVISED2","RAN_SINCLAIRREVISED3A","RAN_SINCLAIRREVISED3B","SINCLAIRREVISED3","SINCLAIR9","RAN_SINCLAIR12A","RAN_SINCLAIR12B","SINCLAIR12","RAN_SINCLAIR13A","RAN_SINCLAIR13B","SINCLAIR13","SINCLAIR14","RAN_SINCLAIR15_1A","RAN_SINCLAIR15_1B","RAN_SINCLAIR15_1C","SINCLAIR15_1","RAN_SINCLAIR15_2A","RAN_SINCLAIR15_2B","RAN_SINCLAIR15_2C","SINCLAIR15_2","RAN_SINCLAIR15_3A","RAN_SINCLAIR15_3B","RAN_SINCLAIR15_3C","SINCLAIR15_3","RAN_SINCLAIR15_4A","RAN_SINCLAIR15_4B","RAN_SINCLAIR15_4C","SINCLAIR15_4","SINCLAIR16_1","SINCLAIR16_2","SINCLAIR16_3","SINCLAIR16_4","SINCLAIR16_5","SINCLAIR16_DK","SINCLAIR16_SKP","SINCLAIR16_REF","SINCLAIR17","SINCLAIR18","PartyID7","IDEO","QPA003B","VOTE20","QPA015A","QPAC2","HHINC_9","HHINC_4","STARTDT","ENDDT","duration","SURV_MODE","SURV_LANG","Device","GENDER","AGE","AGE4","AGE7","RACETHNICITY","EDUC5","MARITAL","EMPLOY","INCOME","STATE","REGION4","REGION9","METRO","INTERNET","HOUSING","HOME_TYPE","PHONESERVICE","HHSIZE","HH01","HH25","HH612","HH1317","HH18OV"
"163",570,1.53861914,1,3,1,1,3,3,1,3,3,3,6,"",NA,"",NA,"Going to work.  Doing my surveys and playing games on my phone.  Playing with my dog.",113,1,5,2,1,22,4,38,5,4,1,2,1,29,NA,NA,NA,NA,2,2,1,2,86,2,1,2,4,6,2,3,4,7,8,9,1,5,6,3,4,3,2,3,3,4,3,3,50,2,2,3,4,1,5,3,3,3,3,3,2,3,4,1,5,6,3,3,3,3,3,3,1,1,3,1,4,"39",6,4,4,4,1,2,22,49,1,14,50,2,1,3,2,2,3,1,4,4,4,16,14,20,2,19,3,4,11,7,18,8,10,17,12,13,9,1,5,6,15,1,6,4,3,3,5,2,6,6,3,2,2,3,1,6,1,6,4,3,1,3,7,2,1,5,6,4,4,4,4,1,1,4,4,"John Smith",6,2,1,5,9,7,8,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,1,1,2,1,2,2,1,1,2,1,2,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,NA,NA,NA,NA,1,1,0,1,0,0,0,0,2,1,7,6,3,2,2,1,7,3,"11/19/2020 19:44","11/19/2020 20:58",74,2,1,"Smartphone",2,57,3,5,1,2,1,1,13,"VA",3,5,1,1,1,1,2,2,0,0,0,0,2
"164",573,0.41643671,1,1,2,1,8,3,0,2,3,2,6,"I'm afraid of being in a car accident. Especially a car accident where I'm trapped in my car and it is on fire.

 I'm afraid of getting a very severe case of Covid-19. A situation where I would be hospitalized and end up dying alone and in a lot of pain.

 I'm afraid or being the victim of a violent crime. One where I would be severely injured and die slowly and in a great deal of pain.",553,"",NA,"",NA,1,2,2,1,7,5,31,5,6,NA,NA,NA,NA,1,2,2,21,2,1,2,2,20,2,2,1,3,6,1,3,6,7,4,9,8,5,2,3,4,2,2,4,3,4,3,1,NA,2,1,3,4,5,2,4,4,2,2,2,1,3,6,4,5,2,4,4,4,2,2,3,3,3,3,2,2,"29",1,4,4,4,1,2,75,76,1,35,5,1,2,3,1,1,3,2,3,3,2,15,1,20,19,18,3,6,11,13,10,14,7,17,12,4,9,16,8,5,2,1,5,5,5,5,5,5,1,5,2,2,1,5,3,2,2,5,2,4,2,5,6,2,3,4,7,1,4,3,3,1,1,2,4,"Sam",8,7,4,5,1,3,2,6,9,0,0,0,0,1,0,1,0,0,0,0,0,0,2,3,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,2,NA,NA,NA,NA,0,1,0,0,0,0,0,0,2,2,2,4,4,1,1,1,6,2,"11/18/2020 3:45","11/18/2020 4:21",36,2,1,"Desktop",1,65,4,6,1,3,1,5,10,"TX",3,7,0,1,1,1,4,2,0,0,0,0,2
"165",574,3.36265972,2,2,1,2,NA,1,0,3,98,3,6,"",NA,"1.People who lie make me angry.I have no use for people who can not be truthfull or honest.
2.People who are rude make me angry.
3. People who are hatefull make me angry.",288,"",NA,1,9,2,1,12,6,16,6,3,1,2,2,47,NA,NA,NA,NA,2,2,1,1,52,2,1,2,2,5,4,7,6,2,5,8,1,3,9,3,4,3,2,4,4,5,1,3,6,3,4,2,5,1,3,4,3,2,2,2,4,6,2,5,1,3,3,2,3,4,4,3,3,3,3,1,1,"",NA,2,3,3,2,1,25,998,1,54,75,2,1,3,2,2,1,3,4,4,4,4,7,14,17,11,6,19,13,2,5,8,16,20,12,1,15,18,10,3,9,2,6,2,5,4,3,3,2,5,3,3,1,6,2,5,2,5,3,4,1,7,1,5,2,6,4,3,3,3,2,2,3,3,1,"don't remember",5,3,6,9,4,1,2,8,7,0,0,0,0,1,1,1,0,1,0,0,0,0,2,3,2,1,1,2,1,2,2,1,1,2,1,2,2,2,1,1,3,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,2,1,6,4,3,2,98,1,6,2,"11/17/2020 14:08","11/17/2020 14:53",45,2,1,"Desktop",1,73,4,6,1,4,1,2,10,"TX",3,7,1,1,1,1,2,2,0,0,0,0,2
"166",575,0.77413811,3,1,1,2,8,2,0,4,3,3,6,"I am afraid of going to prison, losing everything, and being forgotten.",42,"",NA,"",NA,1,5,1,2,8,2,8,2,3,2,1,2,4,NA,NA,NA,NA,2,1,2,2,4,2,2,1,2,4,6,9,1,4,2,7,3,5,8,3,3,1,2,2,3,2,1,3,0,2,1,4,2,3,5,4,3,2,2,2,6,1,4,2,3,5,3,4,4,3,4,2,3,3,3,3,4,"13",2,4,4,3,1,2,998,50,1,3,62,1,2,3,3,1,2,3,4,4,4,6,9,1,16,19,4,10,12,15,18,2,7,17,14,3,5,8,11,13,20,1,5,5,5,5,6,5,2,6,4,4,3,5,5,3,1,5,3,3,5,3,7,2,4,5,1,6,3,3,3,2,1,2,3,"I have no clue",9,5,4,6,1,2,8,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,2,2,1,2,2,1,2,2,1,1,2,2,1,2,2,1,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,2,4,5,5,1,98,1,6,2,"11/17/2020 18:47","11/17/2020 18:58",12,2,1,"Smartphone",2,38,2,3,1,2,4,1,10,"ND",2,4,0,1,1,1,4,4,0,0,0,0,1
"167",576,1.18304379,2,3,1,12,1,3,1,1,2,1,4,"",NA,"",NA,"Going to work, eating lunch, working out",138,1,2,2,1,1,7,9,7,3,2,1,2,1,NA,NA,NA,NA,2,2,1,2,1,2,1,2,4,3,9,5,3,8,4,1,2,6,7,4,2,3,3,3,3,2,2,3,40,3,5,3,4,1,2,3,3,3,3,2,5,3,4,1,2,6,3,4,4,3,3,2,2,2,2,3,3,"1",4,3,2,3,2,1,89,57,1,1,86,1,2,3,2,3,1,2,2,3,3,18,14,12,15,9,5,19,20,3,8,4,13,1,11,10,16,2,6,7,17,5,4,4,3,3,4,3,3,3,4,4,5,2,3,4,3,3,3,4,4,2,4,7,3,5,1,6,2,2,3,2,2,2,4,"Donald trump",3,7,1,8,6,2,9,5,4,0,1,0,0,0,0,1,0,0,0,0,0,0,4,1,1,2,1,1,2,1,1,2,2,1,2,1,2,2,1,2,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,1,NA,NA,NA,NA,0,1,1,0,0,0,0,0,1,1,2,4,3,1,1,1,4,2,"11/17/2020 16:42","11/17/2020 16:54",11,2,1,"Smartphone",2,35,2,3,4,2,6,1,7,"PA",1,2,1,0,2,3,4,2,0,0,0,0,2
"168",578,0.33457421,3,1,1,2,NA,1,1,2,3,2,6,"I am very afraid of catching covid-19.  Being unable to breathe has been a phobia of mine since I was a child.  The idea of being unable to catch my breath for a long period of time puts me in a state of panic.  

Being in a coma is also a fear of mine.  I can't imagine being in a dreamlike state, unable to move or communicate.  It's as close to death as I can imagine.

I'm also afraid of being paralyzed.  Being reliant on others for so much and being unable to fend for myself.",175,"",NA,"",NA,1,3,2,1,129,3,8,3,4,1,2,2,22,NA,NA,NA,NA,3,2,1,2,16,1,2,1,2,3,5,2,8,9,6,1,3,7,4,2,2,2,2,2,2,2,3,3,30,2,5,2,1,3,4,4,3,3,3,4,5,2,6,1,3,4,3,4,4,2,5,2,3,3,3,2,5,"37",2,1,1,1,2,1,100,100,1,21,0,2,1,3,1,2,1,3,3,2,2,16,20,11,5,14,19,18,10,2,8,9,15,6,1,12,3,17,7,4,13,1,6,6,6,2,6,5,1,5,2,1,1,6,3,3,1,6,1,6,2,7,5,6,1,4,2,3,4,2,3,1,1,3,4,"unknown",1,2,5,6,9,8,4,3,7,0,0,0,0,0,1,1,0,1,0,0,0,0,2,2,2,1,2,2,1,1,2,1,1,1,2,1,2,2,1,2,3,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,0,0,1,2,2,3,4,1,1,1,8,4,"11/21/2020 1:17","11/21/2020 1:43",26,2,1,"Desktop",1,79,4,7,4,3,1,2,14,"CA",4,9,1,1,2,3,4,3,0,0,0,0,3
"169",583,1.49044444,3,1,1,10,NA,3,1,2,3,2,6,"One thing that scares me is losing my ability to communicate. It would be very isolating to spend my life trapped in my body, fully lucid but unable to speak. I am also afraid of contacting a disease and passing it on to a loved one. Watching someone close to me die, and knowing it was my fault, would be devastating. Finally, I am afraid of snakes. This is a primal fear, and irrational. However, their slithering bodies unnerve me.",368,"",NA,"",NA,1,3,2,1,5,1,13,1,6,1,2,2,19,NA,NA,NA,NA,1,2,1,2,8,1,1,2,1,6,6,9,7,3,1,5,2,8,4,2,1,2,3,2,4,4,1,3,40,2,3,1,5,2,4,4,2,2,2,2,6,3,1,5,2,4,3,4,4,4,2,1,3,3,3,2,1,"",NA,1,3,4,1,2,75,75,1,30,1,1,2,3,1,3,1,2,4,3,3,6,20,15,9,7,16,10,3,1,13,5,18,19,12,14,11,2,8,17,4,1,6,5,6,3,6,5,1,5,2,1,1,6,4,2,1,6,2,5,2,1,2,3,5,4,6,7,1,2,4,1,1,1,3,"John Smith",6,4,2,9,3,5,7,8,1,1,0,0,1,1,0,1,1,1,0,0,0,0,4,2,1,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,4,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,0,0,0,1,1,0,0,0,1,2,1,2,5,1,1,1,6,3,"11/18/2020 17:58","11/18/2020 18:19",20,2,1,"Smartphone",1,36,2,3,1,5,5,1,11,"MA",1,1,1,1,1,1,4,2,0,0,0,0,1
"170",585,0.79718175,1,3,1,12,8,1,0,2,2,1,8,"",NA,"",NA,"3",14,1,2,1,2,3,3,4,4,5,2,1,1,5,NA,NA,NA,NA,2,1,2,1,3,2,1,2,5,3,7,5,1,9,4,2,3,6,8,4,3,2,3,2,4,3,3,2,NA,2,5,1,4,2,3,3,4,2,2,2,5,1,4,2,3,6,3,4,3,2,2,3,2,2,2,2,1,"",NA,3,2,2,2,1,36,61,1,3,24,1,2,3,2,1,2,3,2,3,3,7,12,11,5,1,9,16,4,15,2,19,3,18,17,6,13,14,20,8,10,3,4,4,4,4,3,3,5,3,4,3,4,3,4,3,4,3,4,3,4,1,5,6,3,2,7,4,3,3,2,1,2,3,4,"Good",7,5,4,8,9,1,3,2,6,0,0,1,0,0,1,1,0,0,0,0,0,0,2,3,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,3,2,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,0,0,2,2,1,4,3,1,1,1,5,2,"11/17/2020 0:17","11/18/2020 19:39",10,2,1,"Smartphone",1,32,2,2,1,2,5,6,9,"MD",3,5,1,0,2,1,4,6,0,0,1,0,5
"171",589,0.32549556,3,1,1,12,3,4,1,3,2,3,6,"I'm concerned about getting covid-19 because I am an elderly person.  I am also concerned in the direction our country is going in.",226,"",NA,"",NA,1,11,1,2,23,4,27,5,2,1,2,1,36,NA,NA,NA,NA,2,2,1,1,34,1,1,2,3,6,5,4,6,1,3,2,7,9,8,2,4,1,3,3,2,4,2,2,30,2,5,4,1,3,2,4,5,2,3,2,5,4,6,1,3,2,3,3,3,2,3,2,1,3,1,3,2,"39",2,4,4,3,2,1,75,50,1,15,25,1,2,3,3,1,3,2,4,4,4,5,18,11,15,4,6,12,20,1,17,10,3,13,19,2,7,9,16,14,8,1,6,6,6,3,6,3,1,6,1,2,1,6,1,6,1,6,2,6,6,1,5,6,3,7,4,2,4,4,98,4,4,4,4,"John Smith",8,1,3,5,4,6,2,7,9,0,0,0,0,0,1,1,0,1,0,0,0,0,2,5,1,2,2,1,2,2,1,2,1,1,2,1,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,1,0,0,1,0,0,0,0,2,1,5,5,4,2,2,1,7,3,"11/17/2020 13:00","11/17/2020 13:34",37,2,1,"Desktop",1,65,4,6,1,3,3,1,13,"WI",2,3,1,0,1,1,4,1,0,0,0,0,1
"172",591,0.35928972,2,2,1,1,2,3,0,2,4,2,6,"",NA,"The willingness of people to believe stupidity or not believe something for idiotic reasons. 
People who talk about their rights but don't show the same level of care about their responsibilities. 
People who base everything on what society owes them, but don't care at all about what they owe society",252,"",NA,1,6,2,1,11,1,6,1,5,1,2,2,14,NA,NA,NA,NA,1,2,1,1,16,2,1,2,2,2,6,5,9,2,1,4,7,3,8,3,4,2,3,4,3,4,2,2,NA,2,5,2,1,4,3,2,2,4,2,2,6,5,2,1,4,3,3,4,4,2,1,1,3,3,3,2,1,"",NA,2,3,4,2,1,98,100,1,30,50,2,1,3,2,2,1,3,4,4,4,6,5,9,16,20,10,2,17,18,1,15,19,11,4,7,12,3,13,8,14,3,4,3,5,5,5,4,2,6,2,2,1,6,5,5,2,6,3,4,3,5,6,4,1,2,7,3,2,2,3,1,1,2,3,"I don't remember",7,2,6,9,3,5,4,8,1,1,1,0,1,1,1,1,1,1,0,0,0,0,2,2,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,0,1,0,0,0,0,0,0,1,1,1,2,4,1,1,1,4,2,"11/17/2020 12:45","11/17/2020 13:02",18,2,1,"Smartphone",1,53,3,4,1,3,3,6,8,"CO",4,8,1,0,2,1,4,1,0,0,0,0,1
"173",593,0.85379858,3,1,1,11,2,2,0,2,2,1,6,"I'm scared of the world my children have to grow up in. I'm scared of the people out there who could hurt them and take them away from me and tear my world apart. I'm scared of leaving the house alone with my kids when my husband is working people of people who kidnap children.",156,"",NA,"",NA,1,1,2,1,5,5,19,5,3,1,2,2,11,NA,NA,NA,NA,2,1,2,2,10,2,1,2,1,2,4,3,9,1,7,6,2,5,8,1,1,2,2,1,1,1,1,1,NA,2,4,3,1,2,5,3,2,1,2,1,4,3,1,6,2,5,1,1,3,3,5,1,3,3,3,4,3,"5 months",1,4,4,1,2,1,100,100,1,5,50,1,2,3,1,3,1,2,2,4,2,15,4,17,11,3,13,9,16,12,1,7,18,19,6,2,20,5,8,10,14,1,6,6,2,2,6,4,2,1,2,1,6,1,1,3,1,6,2,6,4,5,2,6,3,1,4,7,3,4,2,1,1,3,2,"John smith?",6,1,2,3,5,8,9,4,7,0,0,0,0,0,0,0,0,0,1,0,0,0,4,3,1,2,1,1,2,1,1,2,1,2,1,2,1,1,2,1,3,NA,NA,NA,NA,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,2,2,6,4,3,2,2,1,5,2,"11/17/2020 12:32","11/17/2020 12:48",16,2,1,"Smartphone",2,24,1,1,1,3,6,7,9,"NC",3,5,1,0,1,4,4,3,0,0,0,0,2
"174",596,1.63719767,1,3,2,13,2,1,0,3,2,3,6,"",NA,"",NA,"I wake up and make breakfast. I drive to my university to study for my senior year of engineering school. I leave school to drive to my girlfriends. We then go get dinner.",56,1,1,2,1,3,5,9,5,4,NA,NA,NA,NA,2,1,1,5,3,1,2,2,9,2,2,1,1,2,1,5,3,6,8,2,9,4,7,1,2,1,2,1,2,3,1,1,NA,2,1,5,3,2,4,4,4,4,4,4,1,5,3,6,2,4,2,3,3,3,2,3,3,3,3,1,1,"",NA,3,3,3,1,2,70,83,1,26,31,1,2,3,1,1,3,2,3,2,3,10,20,1,15,16,5,13,3,11,17,6,8,18,14,2,9,4,12,19,7,1,5,3,2,5,1,4,1,4,4,3,2,5,3,5,1,4,1,3,3,7,3,4,5,6,1,2,2,2,3,1,2,3,3,"John",3,4,1,6,8,9,2,7,5,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,1,2,2,1,2,2,1,2,1,1,1,2,1,1,2,1,1,1,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,0,0,0,2,2,2,3,2,1,4,1,1,1,"11/18/2020 11:07","11/18/2020 11:18",12,2,1,"Smartphone",1,23,1,1,1,3,5,4,2,"IL",2,3,1,1,3,3,4,1,0,0,0,0,1
"175",598,1.08735949,3,3,1,11,2,3,0,2,3,3,6,"",NA,"",NA,"Read my favorite books. Cook breakfast and cook dinner. do workouts in the evening.",178,1,10,1,2,15,1,14,1,5,1,2,2,46,NA,NA,NA,NA,1,2,1,2,45,2,1,2,2,2,1,6,5,4,2,8,3,7,9,3,2,2,2,2,2,5,1,1,5,2,1,5,4,2,3,5,2,2,2,5,1,6,5,4,2,3,4,4,4,4,4,2,1,1,1,3,1,"",NA,3,3,3,2,1,81,86,1,182,50,1,2,3,3,1,2,3,2,2,1,1,6,5,4,17,2,12,8,16,15,14,13,18,3,10,7,11,20,19,9,1,6,5,6,5,6,5,1,5,1,1,2,6,1,2,1,6,2,5,2,7,5,6,2,3,4,1,4,2,4,1,1,1,4,"John Smith",1,6,3,2,9,5,7,8,4,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,NA,NA,NA,NA,0,0,0,1,0,0,0,0,1,2,1,4,4,1,1,1,1,1,"11/17/2020 22:50","11/17/2020 23:33",43,2,1,"Smartphone",2,53,3,4,2,2,1,2,1,"VA",3,5,1,1,2,2,2,1,0,0,0,0,1
"176",603,0.36006767,1,1,2,2,6,1,1,2,4,2,6,"Climate change - is it too late to recover.   Covid - failure of federal government to provide cohesive plan.  Trump's election denial and subsequent refusal to concede , afraid for democracy in our country",127,"",NA,"",NA,1,4,2,1,8,2,33,2,5,NA,NA,NA,NA,2,1,2,12,2,1,2,2,12,2,2,1,1,5,7,3,4,5,6,9,1,2,8,3,3,3,3,3,4,3,2,1,NA,2,3,4,5,1,2,5,3,5,3,2,3,4,5,6,1,2,5,5,5,4,5,3,3,3,3,2,4,"46",6,4,4,4,1,2,99,99,1,31,50,1,2,3,3,3,1,2,4,4,4,19,15,7,13,14,12,3,4,17,5,6,11,9,16,10,1,2,20,18,8,6,6,6,6,1,6,5,2,6,2,1,2,6,2,6,1,6,2,3,6,3,6,1,5,7,4,2,4,4,4,1,1,4,4,"John Smith",9,4,7,6,1,3,2,8,5,0,0,0,0,1,1,1,0,1,0,0,0,0,3,3,1,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,3,2,1,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,2,2,2,4,4,1,1,1,8,4,"11/19/2020 12:51","11/19/2020 13:14",23,2,1,"Desktop",2,70,4,6,1,3,1,3,14,"OH",2,3,1,1,1,1,3,2,0,0,0,0,1
"177",606,0.25137019,1,1,2,1,NA,4,1,3,3,1,6,"I mostly fear the thought of being in a bad car accident and becoming severely injured or unable to care for myself. I am an independent person and thought of having to depend on others for my daily living needs scares me tremendously. 

My 2nd fear is of losing one of my children or grandchildren. Or having them seriously injured in some type of accident. I fear for my grandchildren because this world has become ugly,hateful, and self centered and no morals or values are taught to this generation. 

My 3rd fear is what will become of America as we know it. Hate and drugs have taken over in many areas. Its fearful to go out alone anymore due to the fact that gangs have killed total strangers just to be initiated. Its a scary thought to know many killers, pedophiles, drug addicts are lerking amongst us. Alot of them look like a normal stable person, but no one knows the battle in their minds.",500,"",NA,"",NA,1,5,1,2,19,5,11,5,5,NA,NA,NA,NA,2,1,2,35,2,2,1,2,34,1,1,2,5,6,6,1,3,7,8,2,5,4,9,3,5,3,3,5,5,5,3,3,36,2,1,3,2,5,4,4,2,3,3,3,6,1,3,2,5,4,2,2,3,3,4,3,3,3,3,3,3,"28",1,4,4,4,2,1,75,75,1,102,25,1,2,3,2,1,3,2,4,4,4,19,6,15,13,1,3,7,8,16,12,17,2,18,10,14,11,5,4,9,20,1,6,6,5,5,3,1,1,6,1,1,1,6,1,4,1,6,1,3,1,1,7,3,4,2,6,5,3,2,3,3,1,3,1,"Smith?",7,1,2,4,3,5,8,9,6,0,1,0,1,1,0,1,0,0,0,0,0,0,4,4,1,2,1,1,2,98,1,2,1,2,1,2,2,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,0,1,0,0,0,0,0,0,1,1,6,5,4,2,2,1,3,1,"11/18/2020 14:53","11/18/2020 15:38",45,2,1,"Smartphone",2,63,4,5,1,3,3,1,6,"OH",2,3,0,1,3,4,4,2,0,0,0,1,1
"178",616,0.33336331,3,3,1,2,NA,3,0,3,3,3,6,"",NA,"",NA,"We are both retired so basically our day centers around us having a Doctors visit or not.  Another thing due to the Covid 19 is that ever other week we have 3 of our Granddaughters (triplets age 10) to keep on track with there online schooling classes.  So day starts with breakfast, getting computers set up and charging, homework around, logged and ready to start their day.  Time until noon is spent reading, watching the news, refereeing as needed until lunch.  After lunch back to the computers and class work until about 2:30.  Watch a movie, finish up homework if any.  Dad gets home about 4 to 4:30,  when they head to his house depending on whether they are staying for supper or not.  Dinner, cleanup the dishes, watch the evening news, Wheel of Fortune, Jeopardy, Then reading, evening shows if it’s something we like.  Bed Time and start again.",1408,1,13,1,2,34,5,39,4,5,1,2,1,58,NA,NA,NA,NA,3,2,1,2,27,2,2,1,5,6,4,9,5,3,8,1,2,6,7,2,1,1,2,2,3,1,3,2,NA,2,4,5,3,1,2,4,3,2,2,3,4,5,3,1,2,6,4,3,3,2,3,3,3,3,3,3,98,"",NA,3,98,4,2,1,998,60,1,79,50,1,2,3,3,3,1,2,3,3,3,4,13,11,15,9,5,3,19,12,10,8,1,2,16,17,20,6,7,18,14,1,6,5,3,2,6,98,1,5,2,3,2,5,1,5,3,6,2,2,1,3,7,1,6,5,4,2,2,4,4,1,1,4,2,"Don’t Remember",5,4,1,2,3,8,7,9,6,0,1,0,1,1,1,1,0,1,1,0,0,0,3,3,1,2,2,1,2,2,1,2,1,2,1,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,3,NA,NA,NA,NA,0,1,0,1,1,0,0,0,2,2,6,5,3,2,2,1,6,2,"11/17/2020 18:35","11/17/2020 20:16",106,2,1,"Smartphone",1,71,4,6,1,3,1,5,10,"MI",2,3,0,1,1,1,4,2,0,0,0,0,1
